,co_code,company_name,co_industry_type,co_industry_gp_code,co_industry_name,nic_prod_code,nic_name
5212,192522,RAMA PAPER MILLS LTD.,1.0,101015001050000.0,Paper & newsprint,17093.0,"Manufacture of printing, writing and photocopying paper ready for use"
5213,192525,RAMA PETROCHEMICALS LTD.,1.0,101040401000000.0,Wholesale trading,46691.0,"Wholesale of industrial chemicals,"
5214,192526,RAMA PHOSPHATES LTD.,1.0,101012015000000.0,Fertilisers,20129.0,Manufacture of other fertilizers n.e.c.
5215,192531,RAMA PULP & PAPERS LTD.,1.0,101015001050000.0,Paper & newsprint,17013.0,Manufacture of paper and paper rolls not further processed
5216,192547,RAMA STEEL TUBES LTD.,1.0,101013501200000.0,Steel pipes & tubes,24311.0,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel"
5217,192552,RAMA SYNTHETICS LTD.,1.0,101011505000000.0,Cloth,13121.0,"Weaving, Manufacture of cotton and cotton mixture fabrics."
5218,192560,RAMA VISION LTD.,1.0,101040401000000.0,Wholesale trading,46491.0,"Wholesale of toiletry, perfumery and cosmetics"
5219,192842,RAMCHANDRA LEASING & FINANCE LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
5220,192855,RAMCO INDUSTRIES LTD.,1.0,101013090000000.0,Other construction materials,23959.0,Manufacture of other cement and asbestos cement products n.e.c.
5221,192864,RAMCO SYSTEMS LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
5222,193109,RAMGANGA FERTILIZERS LTD. [MERGED],1.0,101012015000000.0,Fertilisers,20129.0,Manufacture of other fertilizers n.e.c.
5223,193124,RAMGOPAL POLYTEX LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
5224,193174,RAMKISHAN ISPAT LTD.,1.0,101013501100000.0,Steel,24103.0,"Manufacture of steel in ingots or other primary forms, and other semi- finished products of steel"
5225,193189,RAMKRISHNA FORGINGS LTD.,1.0,101013501150000.0,Castings & forgings,25910.0,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
5226,193217,RAMMAICA (INDIA) LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
5227,193315,RAMPUR ENGINEERING CO. LTD.,1.0,101014001200000.0,Mining & construction equipment,28162.0,Manufacture of other lifting and handling equipment and parts thereof
5228,193351,RAMS TRANSFORMERS LTD.,1.0,101014005050000.0,"Generators, transformers & switchgears",27102.0,"Manufacture of electric power distribution transformers, arc-welding transformers, fluorescent ballasts, transmission and distribution voltage regulators"
5229,193410,RAMSONS PROJECTS LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
5230,193419,RAMSUNAR ROLSTEEL LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
5231,193493,RANA MOHENDRA PAPERS LTD.,1.0,101015001050000.0,Paper & newsprint,17015.0,Manufacture of other special purpose paper (excluding computer stationary)
5232,193505,RANA SUGARS LTD.,1.0,101011101150000.0,Sugar,10721.0,Manufacture or refining of sugar (sucrose) from sugarcane
5233,193530,RANAKPURJI EXPORTS & INDS. LTD.,1.0,101015090000000.0,Miscellaneous manufactured articles,32.0,Other manufacturing
5234,193553,RANBAXY LABORATORIES LTD. [MERGED],1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
5235,193594,RANDER CORPORATION LTD.,1.0,101060209000000.0,Other construction & allied activities,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
5236,193620,RANE HOLDINGS LTD.,1.0,101043500000000.0,Diversified non-financial services,46909.0,Other non-specialised wholesale trade n.e.c.
5237,193623,RANE BRAKE LININGS LTD. [MERGED],1.0,101014502059000.0,Other automobile ancillaries,29301.0,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc."
5238,193624,RANE COMPUTERS CONSULTANCY LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
5239,193626,RANE ENGINE VALVES LTD. [MERGED],1.0,101014502059000.0,Other automobile ancillaries,2811.0,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
5240,193697,NUTRICIRCLE LTD.,1.0,101040401000000.0,Wholesale trading,46497.0,Wholesale of pharmaceutical and medical goods
5241,193805,RANISAGAR CEMENT CO. LTD.,1.0,101013001000000.0,Cement,23942.0,"Manufacture of portland cement, aluminous cement, slag cement and similar hydraulic cement"
5242,193857,RANJEET MECHATRONICS LTD.,1.0,101040401000000.0,Wholesale trading,46593.0,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
5243,193864,RANJEEV ALLOYS LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
5244,193882,RANJIT SECURITIES LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
5245,193907,RANK INDUSTRIES LTD.,1.0,101011101702000.0,Marine foods,10204.0,Processing and preserving of fish crustacean and similar foods
5246,193964,RANKLIN SOLUTIONS LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
5247,193991,RANSI SOFTWARES INDIA LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
5248,194076,RAPICUT CARBIDES LTD.,1.0,101013505900000.0,Other non-ferrous metals & metal products,24209.0,Manufacture of other non-ferrous metals n.e.c.
5249,194101,RAPID INVESTMENTS LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
5250,194174,RAS EXTRUSIONS LTD. [MERGED],2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
5251,194189,RAS PROPACK LAMIPACK LTD. [MERGED],1.0,101012045100000.0,Plastic packaging goods,22203.0,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)"
5252,194190,RAS RESORTS & APART HOTELS LTD.,1.0,101040101000000.0,Hotels & restaurants,55101.0,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats"
5253,194210,RASANDIK ENGINEERING INDS. INDIA LTD.,1.0,101014502059000.0,Other automobile ancillaries,29209.0,Manufacture of other attachments to motor vehicles n.e.c.
5254,194223,RASDHARA AGRO EXPORTS LTD.,1.0,101011101701000.0,Processed foods,10304.0,"Manufacture of fruit or vegetable juices and their concentrates, squashes and powder"
5255,194243,RASHEL AGROTECH LTD.,1.0,101040401000000.0,Wholesale trading,46201.0,Wholesale of cereals & pulses
5256,194371,RASHTRIYA CHEMICALS & FERTILIZERS LTD.,1.0,101012015000000.0,Fertilisers,2012.0,Manufacture of fertilizers and nitrogen compounds
5257,194387,RASI ELECTRODES LTD.,1.0,101014005150000.0,Miscellaneous electrical machinery,27900.0,Manufacture of other electrical equipment
5258,194405,RASIK PLAST LTD.,1.0,101012045100000.0,Plastic packaging goods,22208.0,Manufacture of polymer/ synthetic / PVC water storage tanks
5259,194443,RASOI LTD.,1.0,110000000000000.0,Diversified,34.0,Diversified
5260,194450,RASOYA PROTEINS LTD.,1.0,101011101200000.0,Vegetable oils & products,10809.0,Manufacture of other animal feeds n.e.c.
5261,194559,R S CORPORATION LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
5262,194573,R S C INTERNATIONAL LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
5263,194610,RATHI ALLOYS & STEEL LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
5264,194612,RATHI BARS LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
5265,194643,RATHI GRAPHIC TECHNOLOGIES LTD.,1.0,101040401000000.0,Wholesale trading,46634.0,"Wholesale of paints, varnishes, and lacquers"
5266,194647,RATHI INDIA LTD.,1.0,101041590000000.0,Other miscellaneous services,46103.0,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
5267,194648,RATHI INDUSTRIES LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
5268,194650,RATHI ISPAT LTD.,1.0,101013501100000.0,Steel,24103.0,"Manufacture of steel in ingots or other primary forms, and other semi- finished products of steel"
5269,194653,BIRLA SHLOKA EDUTECH LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
5270,194677,RATHI STEEL & POWER LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
5271,194768,RATNA DRUGS LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,2100.0,"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
5272,194794,RATNABALI CAPITAL MARKETS PVT. LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
5273,194810,OASIS MEDIA MATRIX LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
5274,194815,R B L BANK LTD.,3.0,102010000000000.0,Banking services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
5275,194824,RATNAKAR SHIPPING CO. LTD. [MERGED],1.0,101040504010000.0,Shipping transport services,50.0,Water transport
5276,194841,RATNAMANI ENGINEERING LTD. [MERGED],1.0,101013501200000.0,Steel pipes & tubes,24311.0,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel"
5277,194847,RATNAMANI METALS & TUBES LTD.,1.0,101013501200000.0,Steel pipes & tubes,24311.0,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel"
5278,194872,DHANLEELA INVESTMENTS & TRDG. CO. LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
5279,194899,RATTAN VANASPATI LTD.,1.0,101011101200000.0,Vegetable oils & products,10401.0,Manufacture of hydrogenated oil and vanaspati ghee
5280,194932,R A C L GEARTECH LTD.,1.0,101014502059000.0,Other automobile ancillaries,29301.0,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc."
5281,194936,RAUNAQ FINANCE LTD.,2.0,102031500000000.0,Other asset financing services,64920.0,Other credit granting
5282,194939,RAUNAQ E P C INTERNATIONAL LTD.,1.0,101060201000000.0,Industrial construction,42209.0,Construction of utility projects n.e.c.
5283,194963,RAVALGAON SUGAR FARM LTD.,1.0,101011101700100.0,Cocoa products & confectionery,10732.0,Manufacture of chocolate and chocolate confectionery
5284,195065,RAVI HI-TECH LTD.,1.0,101013501150000.0,Castings & forgings,24319.0,Manufacture of other iron and steel casting and products thereof
5285,195155,RAVI SPINNING LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
5286,195196,RAVIKUMAR DISTILLERIES LTD.,1.0,101011101300000.0,Beer & alcohol,11011.0,"Manufacture of distilled, potable, alcoholic beverages such as whisky, brandy, gin, 'mixed drinks' etc."
5287,195198,MILK PARTNERS INDIA LTD.,1.0,101011101010000.0,Dairy products,1412.0,Production of milk from cows or buffaloes
5288,195199,RAVILEELA GRANITES LTD.,1.0,101013025000000.0,Granite,8102.0,Quarrying of granite
5289,195212,NYSSA CORPORATION LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
5290,195275,RAVINDRA ENERGY LTD.,1.0,110000000000000.0,Diversified,34.0,Diversified
5291,195318,I F G LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
5292,195352,RAVLON PEN CO. LTD.,1.0,101012590000000.0,Other consumer goods,32901.0,"Manufacture of stationary articles such as pens and pencils of all kinds whether or not mechanical, pencil leads, date, sealing or numbering stamps, hand-operated devices for printing or embossing labels, hand printing sets, prepared typewriter ribbons and inked pads, globes etc."
5293,195359,RAVRAJ IMPEX LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
5294,195433,RAYBAN SUN OPTICS INDIA PVT. LTD.,1.0,101012590000000.0,Other consumer goods,32507.0,"Manufacture of ophthalmic goods, eyeglasses, sunglasses, lenses ground to prescription, contact lenses, safety goggles etc."
5295,195500,RAYMED LABS LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
5296,195517,RAYMOND LTD.,1.0,101011590000000.0,Other textiles,13123.0,"Weaving, Manufacture of wool and wool mixture fabrics."
5297,195586,REACTO PAPERS INDIA LTD.,1.0,101015001050000.0,Paper & newsprint,17013.0,Manufacture of paper and paper rolls not further processed
5298,195591,READY FOODS LTD.,1.0,101011101701000.0,Processed foods,1030.0,Processing and preserving of fruit and vegetables
5299,195661,REAL STRIPS LTD.,1.0,101013501100000.0,Steel,24103.0,"Manufacture of steel in ingots or other primary forms, and other semi- finished products of steel"
5300,195672,REAL VALUE APPLIANCES LTD.,1.0,101015090000000.0,Miscellaneous manufactured articles,28193.0,"Manufacture of fire extinguishers and other equipment for projecting, dispersing or spraying liquids or powders whether or not hand-operated, including sand blasting machines, stream cleaning machines etc."
5301,195711,REALTIME FINLEASE LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
5302,195774,RECKITT BENCKISER (INDIA) PVT. LTD.,1.0,101012501000000.0,"Cosmetics, toiletries, soaps & detergents",20237.0,"Manufacture of cosmetics and toileteries (includes Manufacture of pre- shave, shaving or after shave preparations; personal deodorants and anti- respirants; perfumed bath salts and other bath preparations; beauty or make-up preparations and preparations for the care of the skin, other than medicaments; manicure and pedicure preparations etc.)"
5303,195820,RECRON SYNTHETICS LTD. [MERGED],1.0,101011510000000.0,Man-made filaments & fibres,20203.0,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
5304,195919,REDEX PROTECH LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
5305,195939,REDINGTON (INDIA) LTD.,1.0,101040401000000.0,Wholesale trading,46511.0,Wholesale of computers and computer peripheral equipment
5306,196059,REFCO & WESSAMAT APPLIANCES LTD.,1.0,101014005100000.0,Industrial cooling equipment,28191.0,"Manufacture of refrigerating or freezing equipment f industrial use, including assemblies of major components"
5307,196087,REFNOL RESINS & CHEMICALS LTD.,1.0,101012090000000.0,Other chemical products,20299.0,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
5308,196130,REGAL ENTERTAINMENT & CONSULTANTS LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
5309,196179,REGAUL BLUE (INDIA) LTD.,1.0,101012025000000.0,Dyes & pigments,20222.0,"Manufacture of prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes engobes and similar preparations of a kind used in the ceramic, enamelling or glass industry"
